Date,GameType,AwayScore,AwayTeam,HomeScore,HomeTeam,VenueName,AwayHR,HomeHR
2010-04-26,Regular Season,1,Philadelphia Phillies,5,San Francisco Giants,AT&T Park,0,1
2010-04-27,Regular Season,0,Los Angeles Dodgers,4,New York Mets,Citi Field,0,1
2010-04-27,Regular Season,5,Los Angeles Dodgers,10,New York Mets,Citi Field,0,0
2010-04-27,Regular Season,2,Minnesota Twins,0,Detroit Tigers,Comerica Park,0,0
2010-04-27,Regular Season,4,New York Yankees,5,Baltimore Orioles,Oriole Park at Camden Yards,1,0
2010-04-27,Regular Season,2,Boston Red Sox,1,Toronto Blue Jays,Rogers Centre,0,0
2010-04-27,Regular Season,6,Oakland Athletics,8,Tampa Bay Rays,Tropicana Field,1,2
2010-04-27,Regular Season,4,San Diego Padres,1,Florida Marlins,Sun Life Stadium,0,0
2010-04-27,Regular Season,2,Chicago White Sox,4,Texas Rangers,Rangers Ballpark in Arlington,0,1
2010-04-27,Regular Season,6,Cincinnati Reds,2,Houston Astros,Minute Maid Park,0,0
2010-04-27,Regular Season,3,Washington Nationals,1,Chicago Cubs,Wrigley Field,0,0
2010-04-27,Regular Season,7,Pittsburgh Pirates,3,Milwaukee Brewers,Miller Park,3,2
2010-04-27,Regular Season,3,Seattle Mariners,2,Kansas City Royals,Kauffman Stadium,0,0
2010-04-27,Regular Season,4,Atlanta Braves,5,St. Louis Cardinals,Busch Stadium,0,1
2010-04-27,Regular Season,1,Arizona Diamondbacks,12,Colorado Rockies,Coors Field,0,0
2010-04-27,Regular Season,9,Cleveland Indians,2,Los Angeles Angels,Angel Stadium of Anaheim,1,1
2010-04-27,Regular Season,2,Philadelphia Phillies,6,San Francisco Giants,AT&T Park,0,2
2010-04-28,Regular Season,6,San Diego Padres,4,Florida Marlins,Sun Life Stadium,1,1
2010-04-28,Regular Season,3,Los Angeles Dodgers,7,New York Mets,Citi Field,1,0
2010-04-28,Regular Season,6,Pittsburgh Pirates,5,Milwaukee Brewers,Miller Park,4,2
2010-04-28,Regular Season,6,Seattle Mariners,5,Kansas City Royals,Kauffman Stadium,0,1
2010-04-28,Regular Season,3,Washington Nationals,2,Chicago Cubs,Wrigley Field,2,0
2010-04-28,Regular Season,12,Arizona Diamondbacks,11,Colorado Rockies,Coors Field,2,2
2010-04-28,Regular Season,7,Philadelphia Phillies,6,San Francisco Giants,AT&T Park,1,0
2010-04-28,Regular Season,3,Cleveland Indians,4,Los Angeles Angels,Angel Stadium of Anaheim,0,1
2010-04-28,Regular Season,6,Minnesota Twins,11,Detroit Tigers,Comerica Park,2,1
2010-04-28,Regular Season,8,New York Yankees,3,Baltimore Orioles,Oriole Park at Camden Yards,1,1
2010-04-28,Regular Season,2,Boston Red Sox,0,Toronto Blue Jays,Rogers Centre,0,0
2010-04-28,Regular Season,3,Oakland Athletics,10,Tampa Bay Rays,Tropicana Field,2,2
2010-04-28,Regular Season,5,Chicago White Sox,6,Texas Rangers,Rangers Ballpark in Arlington,1,1
2010-04-28,Regular Season,6,Cincinnati Reds,4,Houston Astros,Minute Maid Park,0,1
2010-04-28,Regular Season,0,Atlanta Braves,6,St. Louis Cardinals,Busch Stadium,0,0
2010-04-29,Regular Season,0,Minnesota Twins,3,Detroit Tigers,Comerica Park,0,0
2010-04-29,Regular Season,4,Atlanta Braves,10,St. Louis Cardinals,Busch Stadium,1,2
2010-04-29,Regular Season,7,Chicago White Sox,5,Texas Rangers,Rangers Ballpark in Arlington,2,1
2010-04-29,Regular Season,13,Arizona Diamondbacks,5,Chicago Cubs,Wrigley Field,4,1
2010-04-29,Regular Season,4,New York Yankees,0,Baltimore Orioles,Oriole Park at Camden Yards,2,0
2010-04-29,Regular Season,3,Oakland Athletics,6,Toronto Blue Jays,Rogers Centre,0,4
2010-04-29,Regular Season,1,Kansas City Royals,11,Tampa Bay Rays,Tropicana Field,1,0
2010-04-29,Regular Season,4,Cincinnati Reds,2,Houston Astros,Minute Maid Park,2,1
2010-04-29,Regular Season,0,Milwaukee Brewers,9,San Diego Padres,PETCO Park,0,0
2010-04-29,Regular Season,2,Pittsburgh Pirates,0,Los Angeles Dodgers,Dodger Stadium,0,0
2010-04-30,Regular Season,5,Arizona Diamondbacks,11,Chicago Cubs,Wrigley Field,1,4
2010-04-30,Regular Season,9,Minnesota Twins,3,Cleveland Indians,Progressive Field,1,0
2010-04-30,Regular Season,9,New York Mets,1,Philadelphia Phillies,Citizens Bank Park,4,0
2010-04-30,Regular Season,6,Los Angeles Angels,10,Detroit Tigers,Comerica Park,1,3
2010-04-30,Regular Season,4,Boston Red Sox,5,Baltimore Orioles,Oriole Park at Camden Yards,3,1
2010-04-30,Regular Season,4,Chicago White Sox,6,New York Yankees,Yankee Stadium,1,1
2010-04-30,Regular Season,2,Oakland Athletics,10,Toronto Blue Jays,Rogers Centre,0,3
2010-04-30,Regular Season,3,Kansas City Royals,2,Tampa Bay Rays,Tropicana Field,0,1
2010-04-30,Regular Season,7,Washington Nationals,1,Florida Marlins,Sun Life Stadium,2,0
2010-04-30,Regular Season,2,Houston Astros,4,Atlanta Braves,Turner Field,0,2
2010-04-30,Regular Season,3,Cincinnati Reds,2,St. Louis Cardinals,Busch Stadium,0,0
2010-04-30,Regular Season,0,Milwaukee Brewers,3,San Diego Padres,PETCO Park,0,1
2010-04-30,Regular Season,2,Pittsburgh Pirates,6,Los Angeles Dodgers,Dodger Stadium,0,2
2010-04-30,Regular Season,2,Texas Rangers,0,Seattle Mariners,Safeco Field,0,0
2010-04-30,Regular Season,2,Colorado Rockies,5,San Francisco Giants,AT&T Park,0,0
2010-05-01,Regular Season,2,Los Angeles Angels,3,Detroit Tigers,Comerica Park,0,1
2010-05-01,Regular Season,5,Arizona Diamondbacks,7,Chicago Cubs,Wrigley Field,3,1
2010-05-01,Regular Season,7,Chicago White Sox,6,New York Yankees,Yankee Stadium,3,1
2010-05-01,Regular Season,4,Oakland Athletics,3,Toronto Blue Jays,Rogers Centre,1,0
2010-05-01,Regular Season,3,Cincinnati Reds,6,St. Louis Cardinals,Busch Stadium,0,1
2010-05-01,Regular Season,1,Houston Astros,10,Atlanta Braves,Turner Field,0,1
2010-05-01,Regular Season,0,New York Mets,10,Philadelphia Phillies,Citizens Bank Park,0,1
2010-05-01,Regular Season,6,Texas Rangers,3,Seattle Mariners,Safeco Field,1,0
2010-05-01,Regular Season,1,Colorado Rockies,6,San Francisco Giants,AT&T Park,0,3
2010-05-01,Regular Season,4,Kansas City Royals,2,Tampa Bay Rays,Tropicana Field,0,0
2010-05-01,Regular Season,9,Boston Red Sox,12,Baltimore Orioles,Oriole Park at Camden Yards,4,5
2010-05-01,Regular Season,4,Minnesota Twins,5,Cleveland Indians,Progressive Field,2,1
2010-05-01,Regular Season,1,Washington Nationals,7,Florida Marlins,Sun Life Stadium,0,2
2010-05-01,Regular Season,2,Milwaukee Brewers,1,San Diego Padres,PETCO Park,2,0
2010-05-01,Regular Season,1,Pittsburgh Pirates,5,Los Angeles Dodgers,Dodger Stadium,1,1
2010-05-02,Regular Season,1,Los Angeles Angels,5,Detroit Tigers,Comerica Park,0,0
2010-05-02,Regular Season,3,Chicago White Sox,12,New York Yankees,Yankee Stadium,1,3
2010-05-02,Regular Season,8,Minnesota Twins,3,Cleveland Indians,Progressive Field,3,0
2010-05-02,Regular Season,3,Oakland Athletics,9,Toronto Blue Jays,Rogers Centre,0,3
2010-05-02,Regular Season,3,Washington Nationals,9,Florida Marlins,Sun Life Stadium,0,2
2010-05-02,Regular Season,2,Boston Red Sox,3,Baltimore Orioles,Oriole Park at Camden Yards,2,0
2010-05-02,Regular Season,1,Houston Astros,7,Atlanta Braves,Turner Field,0,0
2010-05-02,Regular Season,0,Kansas City Royals,1,Tampa Bay Rays,Tropicana Field,0,1
2010-05-02,Regular Season,0,Cincinnati Reds,6,St. Louis Cardinals,Busch Stadium,0,1
2010-05-02,Regular Season,5,Arizona Diamondbacks,10,Chicago Cubs,Wrigley Field,1,3
2010-05-02,Regular Season,4,Colorado Rockies,1,San Francisco Giants,AT&T Park,0,1
2010-05-02,Regular Season,0,Milwaukee Brewers,8,San Diego Padres,PETCO Park,0,2
2010-05-02,Regular Season,3,Pittsburgh Pirates,9,Los Angeles Dodgers,Dodger Stadium,0,2
2010-05-02,Regular Season,3,Texas Rangers,1,Seattle Mariners,Safeco Field,0,0
2010-05-02,Regular Season,5,New York Mets,11,Philadelphia Phillies,Citizens Bank Park,2,4
2010-05-03,Regular Season,5,Toronto Blue Jays,1,Cleveland Indians,Progressive Field,3,0
2010-05-03,Regular Season,1,Baltimore Orioles,4,New York Yankees,Yankee Stadium,1,1
2010-05-03,Regular Season,6,St. Louis Cardinals,3,Philadelphia Phillies,Citizens Bank Park,1,2
2010-05-03,Regular Season,8,Los Angeles Angels,17,Boston Red Sox,Fenway Park,0,4
2010-05-03,Regular Season,2,New York Mets,3,Cincinnati Reds,Great American Ball Park,0,2
2010-05-03,Regular Season,9,Arizona Diamondbacks,1,Houston Astros,Minute Maid Park,1,0
2010-05-03,Regular Season,4,Detroit Tigers,10,Minnesota Twins,Target Field,0,1
2010-05-03,Regular Season,1,Kansas City Royals,5,Chicago White Sox,U.S. Cellular Field,1,1
2010-05-03,Regular Season,5,Colorado Rockies,2,San Diego Padres,PETCO Park,0,0
2010-05-03,Regular Season,4,Texas Rangers,2,Oakland Athletics,Oakland Coliseum,1,1
2010-05-04,Regular Season,3,Atlanta Braves,6,Washington Nationals,Nationals Park,1,3
2010-05-04,Regular Season,1,Baltimore Orioles,4,New York Yankees,Yankee Stadium,0,0
2010-05-04,Regular Season,2,Chicago Cubs,3,Pittsburgh Pirates,PNC Park,2,2
2010-05-04,Regular Season,1,St. Louis Cardinals,2,Philadelphia Phillies,Citizens Bank Park,0,1
2010-05-04,Regular Season,8,Toronto Blue Jays,5,Cleveland Indians,Progressive Field,1,0
2010-05-04,Regular Season,1,Los Angeles Angels,5,Boston Red Sox,Fenway Park,0,0
2010-05-04,Regular Season,5,New York Mets,4,Cincinnati Reds,Great American Ball Park,2,3
2010-05-04,Regular Season,9,San Francisco Giants,6,Florida Marlins,Sun Life Stadium,1,2
2010-05-04,Regular Season,1,Arizona Diamondbacks,0,Houston Astros,Minute Maid Park,1,0
2010-05-04,Regular Season,3,Detroit Tigers,4,Minnesota Twins,Target Field,1,0
2010-05-04,Regular Season,7,Kansas City Royals,2,Chicago White Sox,U.S. Cellular Field,2,1
2010-05-04,Regular Season,2,Colorado Rockies,3,San Diego Padres,PETCO Park,0,0
2010-05-04,Regular Season,6,Texas Rangers,7,Oakland Athletics,Oakland Coliseum,1,1
2010-05-04,Regular Season,11,Milwaukee Brewers,6,Los Angeles Dodgers,Dodger Stadium,2,1
2010-05-04,Regular Season,5,Tampa Bay Rays,2,Seattle Mariners,Safeco Field,1,0
2010-05-05,Regular Season,5,Toronto Blue Jays,4,Cleveland Indians,Progressive Field,1,1
2010-05-05,Regular Season,4,New York Mets,5,Cincinnati Reds,Great American Ball Park,1,3
2010-05-05,Regular Season,5,Baltimore Orioles,7,New York Yankees,Yankee Stadium,3,2
2010-05-05,Regular Season,4,Detroit Tigers,5,Minnesota Twins,Target Field,4,0
2010-05-05,Regular Season,1,Texas Rangers,4,Oakland Athletics,Oakland Coliseum,0,1
2010-05-05,Regular Season,7,Atlanta Braves,6,Washington Nationals,Nationals Park,1,1
2010-05-05,Regular Season,2,Chicago Cubs,4,Pittsburgh Pirates,PNC Park,0,1
2010-05-05,Regular Season,0,St. Louis Cardinals,4,Philadelphia Phillies,Citizens Bank Park,0,2
2010-05-05,Regular Season,1,Los Angeles Angels,3,Boston Red Sox,Fenway Park,1,2
2010-05-05,Regular Season,3,San Francisco Giants,2,Florida Marlins,Sun Life Stadium,1,0
2010-05-05,Regular Season,2,Arizona Diamondbacks,4,Houston Astros,Minute Maid Park,0,2
2010-05-05,Regular Season,2,Kansas City Royals,9,Chicago White Sox,U.S. Cellular Field,0,2
2010-05-05,Regular Season,6,Colorado Rockies,5,San Diego Padres,PETCO Park,1,0
2010-05-05,Regular Season,11,Milwaukee Brewers,3,Los Angeles Dodgers,Dodger Stadium,0,0
2010-05-05,Regular Season,8,Tampa Bay Rays,3,Seattle Mariners,Safeco Field,0,1
2010-05-06,Regular Season,2,St. Louis Cardinals,7,Philadelphia Phillies,Citizens Bank Park,0,2
2010-05-06,Regular Season,2,Atlanta Braves,3,Washington Nationals,Nationals Park,0,2
2010-05-06,Regular Season,1,Chicago Cubs,11,Pittsburgh Pirates,PNC Park,0,0
2010-05-06,Regular Season,6,Los Angeles Angels,11,Boston Red Sox,Fenway Park,1,1
2010-05-06,Regular Season,6,San Francisco Giants,3,Florida Marlins,Sun Life Stadium,1,0
2010-05-06,Regular Season,6,Arizona Diamondbacks,3,Houston Astros,Minute Maid Park,1,0
2010-05-06,Regular Season,12,Kansas City Royals,13,Texas Rangers,Rangers Ballpark in Arlington,3,4
2010-05-06,Regular Season,2,Baltimore Orioles,0,Minnesota Twins,Target Field,1,0
2010-05-06,Regular Season,2,Toronto Blue Jays,0,Chicago White Sox,U.S. Cellular Field,0,0
2010-05-06,Regular Season,3,Milwaukee Brewers,7,Los Angeles Dodgers,Dodger Stadium,0,1
2010-05-06,Regular Season,8,Tampa Bay Rays,0,Seattle Mariners,Safeco Field,1,0
2010-05-07,Regular Season,4,Florida Marlins,2,Washington Nationals,Nationals Park,1,1
2010-05-07,Regular Season,4,St. Louis Cardinals,3,Pittsburgh Pirates,PNC Park,0,0
2010-05-07,Regular Season,0,Atlanta Braves,7,Philadelphia Phillies,Citizens Bank Park,0,1
2010-05-07,Regular Season,10,New York Yankees,3,Boston Red Sox,Fenway Park,1,0
2010-05-07,Regular Season,4,San Francisco Giants,6,New York Mets,Citi Field,1,4
2010-05-07,Regular Season,14,Chicago Cubs,7,Cincinnati Reds,Great American Ball Park,3,1
2010-05-07,Regular Season,1,Kansas City Royals,4,Texas Rangers,Rangers Ballpark in Arlington,0,1
2010-05-07,Regular Season,7,San Diego Padres,0,Houston Astros,Minute Maid Park,3,0
2010-05-07,Regular Season,7,Toronto Blue Jays,4,Chicago White Sox,U.S. Cellular Field,3,3
2010-05-07,Regular Season,3,Milwaukee Brewers,2,Arizona Diamondbacks,Chase Field,2,1
2010-05-07,Regular Season,4,Tampa Bay Rays,1,Oakland Athletics,Oakland Coliseum,0,0
2010-05-07,Regular Season,8,Los Angeles Angels,0,Seattle Mariners,Safeco Field,3,0
2010-05-07,Regular Season,5,Colorado Rockies,6,Los Angeles Dodgers,Dodger Stadium,0,0
2010-05-08,Regular Season,7,Baltimore Orioles,3,Minnesota Twins,Target Field,0,2
2010-05-08,Regular Season,1,Baltimore Orioles,6,Minnesota Twins,Target Field,1,0
2010-05-08,Regular Season,6,Detroit Tigers,4,Cleveland Indians,Progressive Field,0,0
2010-05-08,Regular Season,4,Florida Marlins,5,Washington Nationals,Nationals Park,1,2
2010-05-08,Regular Season,4,San Francisco Giants,5,New York Mets,Citi Field,0,1
2010-05-08,Regular Season,4,Atlanta Braves,1,Philadelphia Phillies,Citizens Bank Park,0,0
2010-05-08,Regular Season,14,New York Yankees,3,Boston Red Sox,Fenway Park,3,2
2010-05-08,Regular Season,2,Tampa Bay Rays,4,Oakland Athletics,Oakland Coliseum,0,0
2010-05-08,Regular Season,2,San Diego Padres,1,Houston Astros,Minute Maid Park,0,0
2010-05-08,Regular Season,0,St. Louis Cardinals,2,Pittsburgh Pirates,PNC Park,0,0
2010-05-08,Regular Season,3,Toronto Blue Jays,7,Chicago White Sox,U.S. Cellular Field,2,1
2010-05-08,Regular Season,2,Chicago Cubs,14,Cincinnati Reds,Great American Ball Park,0,2
2010-05-08,Regular Season,2,Kansas City Royals,3,Texas Rangers,Rangers Ballpark in Arlington,1,0
2010-05-08,Regular Season,17,Milwaukee Brewers,3,Arizona Diamondbacks,Chase Field,2,1
2010-05-08,Regular Season,4,Los Angeles Angels,3,Seattle Mariners,Safeco Field,1,0
2010-05-08,Regular Season,8,Colorado Rockies,0,Los Angeles Dodgers,Dodger Stadium,1,0
2010-05-09,Regular Season,4,Detroit Tigers,7,Cleveland Indians,Progressive Field,0,0
2010-05-09,Regular Season,3,Chicago Cubs,5,Cincinnati Reds,Great American Ball Park,1,1
2010-05-09,Regular Season,6,San Francisco Giants,5,New York Mets,Citi Field,1,0
2010-05-09,Regular Season,3,Atlanta Braves,5,Philadelphia Phillies,Citizens Bank Park,0,3
2010-05-09,Regular Season,2,Florida Marlins,3,Washington Nationals,Nationals Park,1,1
2010-05-09,Regular Season,11,St. Louis Cardinals,4,Pittsburgh Pirates,PNC Park,0,0
2010-05-09,Regular Season,3,San Diego Padres,4,Houston Astros,Minute Maid Park,0,2
2010-05-09,Regular Season,9,Toronto Blue Jays,7,Chicago White Sox,U.S. Cellular Field,2,1
2010-05-09,Regular Season,0,Baltimore Orioles,6,Minnesota Twins,Target Field,0,0
2010-05-09,Regular Season,4,Kansas City Royals,6,Texas Rangers,Rangers Ballpark in Arlington,1,0
2010-05-09,Regular Season,0,Tampa Bay Rays,4,Oakland Athletics,Oakland Coliseum,0,0
2010-05-09,Regular Season,1,Los Angeles Angels,8,Seattle Mariners,Safeco Field,0,2
2010-05-09,Regular Season,0,Colorado Rockies,2,Los Angeles Dodgers,Dodger Stadium,0,1
2010-05-09,Regular Season,6,Milwaukee Brewers,1,Arizona Diamondbacks,Chase Field,3,0
2010-05-09,Regular Season,3,New York Yankees,9,Boston Red Sox,Fenway Park,2,1
2010-05-10,Regular Season,2,Cincinnati Reds,1,Pittsburgh Pirates,PNC Park,0,1
2010-05-10,Regular Season,4,New York Yankees,5,Detroit Tigers,Comerica Park,1,1
2010-05-10,Regular Season,6,Toronto Blue Jays,7,Boston Red Sox,Fenway Park,1,0
2010-05-10,Regular Season,3,Washington Nationals,2,New York Mets,Citi Field,2,1
2010-05-10,Regular Season,4,Florida Marlins,2,Chicago Cubs,Wrigley Field,1,0
2010-05-10,Regular Season,8,Atlanta Braves,2,Milwaukee Brewers,Miller Park,2,1
2010-05-10,Regular Season,9,Philadelphia Phillies,5,Colorado Rockies,Coors Field,2,0
2010-05-10,Regular Season,7,Los Angeles Dodgers,3,Arizona Diamondbacks,Chase Field,1,1
2010-05-10,Regular Season,4,Tampa Bay Rays,5,Los Angeles Angels,Angel Stadium of Anaheim,1,2
2010-05-11,Regular Season,9,Cincinnati Reds,0,Pittsburgh Pirates,PNC Park,1,0
2010-05-11,Regular Season,5,Seattle Mariners,1,Baltimore Orioles,Oriole Park at Camden Yards,1,0
2010-05-11,Regular Season,1,Toronto Blue Jays,6,Boston Red Sox,Fenway Park,0,1
2010-05-11,Regular Season,6,Washington Nationals,8,New York Mets,Citi Field,1,0
2010-05-11,Regular Season,3,Florida Marlins,2,Chicago Cubs,Wrigley Field,2,0
2010-05-11,Regular Season,7,Oakland Athletics,6,Texas Rangers,Rangers Ballpark in Arlington,2,2
2010-05-11,Regular Season,11,Atlanta Braves,3,Milwaukee Brewers,Miller Park,2,0
2010-05-11,Regular Season,5,Chicago White Sox,2,Minnesota Twins,Target Field,0,1
2010-05-11,Regular Season,8,Cleveland Indians,2,Kansas City Royals,Kauffman Stadium,2,0
2010-05-11,Regular Season,6,Houston Astros,3,St. Louis Cardinals,Busch Stadium,2,0
2010-05-11,Regular Season,13,Los Angeles Dodgers,3,Arizona Diamondbacks,Chase Field,1,0
2010-05-11,Regular Season,7,Tampa Bay Rays,2,Los Angeles Angels,Angel Stadium of Anaheim,1,0
2010-05-11,Regular Season,3,San Diego Padres,2,San Francisco Giants,AT&T Park,0,0
2010-05-12,Regular Season,3,Philadelphia Phillies,4,Colorado Rockies,Coors Field,0,1
2010-05-12,Regular Season,0,New York Yankees,2,Detroit Tigers,Comerica Park,0,0
2010-05-12,Regular Season,8,New York Yankees,0,Detroit Tigers,Comerica Park,0,0
2010-05-12,Regular Season,5,Cincinnati Reds,0,Pittsburgh Pirates,PNC Park,2,0
2010-05-12,Regular Season,9,Atlanta Braves,2,Milwaukee Brewers,Miller Park,1,0
2010-05-12,Regular Season,2,Chicago White Sox,3,Minnesota Twins,Target Field,0,0
2010-05-12,Regular Season,6,Washington Nationals,4,New York Mets,Citi Field,2,0
2010-05-12,Regular Season,3,Toronto Blue Jays,2,Boston Red Sox,Fenway Park,1,0
2010-05-12,Regular Season,3,Florida Marlins,4,Chicago Cubs,Wrigley Field,0,0
2010-05-12,Regular Season,2,Seattle Mariners,5,Baltimore Orioles,Oriole Park at Camden Yards,0,1
2010-05-12,Regular Season,4,Tampa Bay Rays,3,Los Angeles Angels,Angel Stadium of Anaheim,0,0
2010-05-12,Regular Season,1,Oakland Athletics,10,Texas Rangers,Rangers Ballpark in Arlington,1,5
2010-05-12,Regular Season,4,Cleveland Indians,0,Kansas City Royals,Kauffman Stadium,1,0
2010-05-12,Regular Season,9,Houston Astros,6,St. Louis Cardinals,Busch Stadium,1,0
2010-05-12,Regular Season,6,Los Angeles Dodgers,3,Arizona Diamondbacks,Chase Field,1,0
2010-05-12,Regular Season,5,San Diego Padres,2,San Francisco Giants,AT&T Park,0,0
2010-05-13,Regular Season,5,Seattle Mariners,6,Baltimore Orioles,Oriole Park at Camden Yards,3,2
2010-05-13,Regular Season,0,New York Yankees,6,Detroit Tigers,Comerica Park,0,2
2010-05-13,Regular Season,4,Houston Astros,1,St. Louis Cardinals,Busch Stadium,1,0
2010-05-13,Regular Season,1,Oakland Athletics,2,Texas Rangers,Rangers Ballpark in Arlington,0,0
2010-05-13,Regular Season,4,Cleveland Indians,6,Kansas City Royals,Kauffman Stadium,0,1
2010-05-13,Regular Season,1,San Diego Padres,0,San Francisco Giants,AT&T Park,0,0
2010-05-13,Regular Season,1,New York Mets,2,Florida Marlins,Sun Life Stadium,0,0
2010-05-13,Regular Season,14,Washington Nationals,6,Colorado Rockies,Coors Field,2,1
2010-05-14,Regular Season,10,Pittsburgh Pirates,6,Chicago Cubs,Wrigley Field,2,1
2010-05-14,Regular Season,7,Boston Red Sox,2,Detroit Tigers,Comerica Park,4,0
2010-05-14,Regular Season,1,Cleveland Indians,8,Baltimore Orioles,Oriole Park at Camden Yards,0,0
2010-05-14,Regular Season,4,Minnesota Twins,8,New York Yankees,Yankee Stadium,1,2
2010-05-14,Regular Season,10,Texas Rangers,16,Toronto Blue Jays,Rogers Centre,1,5
2010-05-14,Regular Season,4,Seattle Mariners,3,Tampa Bay Rays,Tropicana Field,3,1
2010-05-14,Regular Season,4,St. Louis Cardinals,3,Cincinnati Reds,Great American Ball Park,2,1
2010-05-14,Regular Season,2,New York Mets,7,Florida Marlins,Sun Life Stadium,0,4
2010-05-14,Regular Season,5,Arizona Diamondbacks,6,Atlanta Braves,Turner Field,0,2
2010-05-14,Regular Season,9,Philadelphia Phillies,5,Milwaukee Brewers,Miller Park,3,3
2010-05-14,Regular Season,1,Chicago White Sox,6,Kansas City Royals,Kauffman Stadium,0,1
2010-05-14,Regular Season,0,Oakland Athletics,4,Los Angeles Angels,Angel Stadium of Anaheim,0,1
